ID,probability
TEST_00000,0.00011525973233053983
TEST_00001,0.00022047071045810671
TEST_00002,0.10305591043682928
TEST_00003,0.09970714308564813
TEST_00004,0.5956728778387361
TEST_00005,0.15776990398640728
TEST_00006,0.43466107542814714
TEST_00007,0.32946626897290465
TEST_00008,0.23713191102216902
TEST_00009,3.691970168157724e-05
TEST_00010,0.04806509488599276
TEST_00011,0.40559011168733755
TEST_00012,0.3813188311783184
TEST_00013,0.43526198637239627
TEST_00014,0.46198717727735195
TEST_00015,3.584761869497923e-05
TEST_00016,0.22162654711901478
TEST_00017,0.4240486657241399
TEST_00018,0.3239260419033579
TEST_00019,0.4998059948325666
TEST_00020,0.25171583613419735
TEST_00021,0.4110579522747635
TEST_00022,0.24810880555572043
TEST_00023,0.19327319645704635
TEST_00024,0.392218787929114
TEST_00025,0.0003523067053110227
TEST_00026,0.10597290498499037
TEST_00027,0.5229560307089159
TEST_00028,0.1636712262344812
TEST_00029,0.20226501533160068
TEST_00030,0.44081039937983185
TEST_00031,0.1939081721602866
TEST_00032,0.16563211251703303
TEST_00033,0.22330553134495185
TEST_00034,0.38925353338878665
TEST_00035,9.530752592562628e-05
TEST_00036,0.09459167437326017
TEST_00037,0.3274936657549844
TEST_00038,0.08118309095480873
TEST_00039,2.372325458362642e-05
TEST_00040,0.20295101756317
TEST_00041,0.2722491874034833
TEST_00042,0.3208596261372793
TEST_00043,0.3040368172693887
TEST_00044,0.3135153987268141
TEST_00045,0.5392216232356031
TEST_00046,0.5162375234813744
TEST_00047,0.23470183292071367
TEST_00048,0.10203204226073734
TEST_00049,0.39157462362993245
TEST_00050,0.20188498917741182
TEST_00051,0.24986020196353367
TEST_00052,0.06222696205993102
TEST_00053,0.717257065106057
TEST_00054,3.4063328334411826e-05
TEST_00055,0.4154381483687436
TEST_00056,0.3125457576170449
TEST_00057,0.20711466523421657
TEST_00058,0.510326855292791
TEST_00059,0.0979908612158378
TEST_00060,0.00025822611085325243
TEST_00061,0.1772451475923338
TEST_00062,0.3156968778507851
TEST_00063,0.32870441581638515
TEST_00064,0.20977361654785703
TEST_00065,0.003927081935988624
TEST_00066,0.24985098877763343
TEST_00067,0.2123825068038428
TEST_00068,0.27429305080894306
TEST_00069,0.47188892724913606
TEST_00070,0.49121878005981345
TEST_00071,0.3481181509283767
TEST_00072,0.2159940607363339
TEST_00073,0.1850982540183106
TEST_00074,0.14140900584837857
TEST_00075,0.27056047399967836
TEST_00076,0.002448576675680834
TEST_00077,0.00038923211154287546
TEST_00078,0.13856353414963143
TEST_00079,0.16622771160742852
TEST_00080,0.37407087475229217
TEST_00081,1.0816779311347651e-05
TEST_00082,0.19172161715806493
TEST_00083,0.19093228407631932
TEST_00084,0.44288284546367557
TEST_00085,0.40093415671218674
TEST_00086,4.6114574251119956e-05
TEST_00087,0.3272501648985137
TEST_00088,0.09692734346534032
TEST_00089,0.29229778412520535
TEST_00090,0.2325291798077288
TEST_00091,0.09276740199768055
TEST_00092,0.2520313585347773
TEST_00093,0.6107740314173
TEST_00094,3.3072888581944385e-05
TEST_00095,6.627891930645399e-05
TEST_00096,0.450586999887614
TEST_00097,0.08845942240266297
TEST_00098,0.38721396498046573
TEST_00099,0.25423242906864185
TEST_00100,0.05434634423316689
TEST_00101,0.3084086359497273
TEST_00102,0.30642057129105915
TEST_00103,0.255880598499003
TEST_00104,0.3308198687868474
TEST_00105,0.46817454370976597
TEST_00106,0.2704572810821126
TEST_00107,0.00021902404080932557
TEST_00108,0.3300976962840998
TEST_00109,7.134600619858023e-05
TEST_00110,0.45439656731796213
TEST_00111,0.44128584177441266
TEST_00112,0.016168306854730852
TEST_00113,0.3306637833384153
TEST_00114,0.1759734268210114
TEST_00115,0.4905583586439778
TEST_00116,5.9220615610956904e-05
TEST_00117,0.4487806807317954
TEST_00118,0.3847315249414534
TEST_00119,0.1247691161829725
